student,vak,activiteit,zaal,dag,tijdslot
Nika,Reflectie op de digitale cultuur,w1,B0.201,Dag4,15
Paulette,Reflectie op de digitale cultuur,w1,B0.201,Dag4,15
Raja,Reflectie op de digitale cultuur,w1,B0.201,Dag4,15
Riana,Reflectie op de digitale cultuur,w1,B0.201,Dag4,15
Robbie,Reflectie op de digitale cultuur,w1,B0.201,Dag4,15
Samyra,Reflectie op de digitale cultuur,w1,B0.201,Dag4,15
Semiha,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Seval,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Shan,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Silvy,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Tjesse,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Wulfert,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Wytske,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Xiao,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Ynte,Reflectie op de digitale cultuur,w1,C0.110,Dag4,15
Aart,Software engineering,h1,C1.112,Dag4,15
Abdallah,Software engineering,h1,C1.112,Dag4,15
Abram,Software engineering,h1,C1.112,Dag4,15
Albertien,Software engineering,h1,C1.112,Dag4,15
Angelica,Software engineering,h1,C1.112,Dag4,15
Annique,Software engineering,h1,C1.112,Dag4,15
Bjorn,Software engineering,h1,C1.112,Dag4,15
Brecht,Software engineering,h1,C1.112,Dag4,15
Brigitta,Software engineering,h1,C1.112,Dag4,15
Catharinus,Software engineering,h1,C1.112,Dag4,15
Christal,Software engineering,h1,C1.112,Dag4,15
Dax,Software engineering,h1,C1.112,Dag4,15
Deacon,Software engineering,h1,C1.112,Dag4,15
Dorenda,Software engineering,h1,C1.112,Dag4,15
Eltjo,Software engineering,h1,C1.112,Dag4,15
Esmee,Software engineering,h1,C1.112,Dag4,15
Ethan,Software engineering,h1,C1.112,Dag4,15
Eyup,Software engineering,h1,C1.112,Dag4,15
Frederic,Software engineering,h1,C1.112,Dag4,15
Fredrika,Software engineering,h1,C1.112,Dag4,15
Gabriella,Software engineering,h1,C1.112,Dag4,15
Geerte,Software engineering,h1,C1.112,Dag4,15
Geerten,Software engineering,h1,C1.112,Dag4,15
Geurt,Software engineering,h1,C1.112,Dag4,15
Hailey,Software engineering,h1,C1.112,Dag4,15
Hanan,Software engineering,h1,C1.112,Dag4,15
Hananja,Software engineering,h1,C1.112,Dag4,15
Haroun,Software engineering,h1,C1.112,Dag4,15
Imran,Software engineering,h1,C1.112,Dag4,15
Jorian,Software engineering,h1,C1.112,Dag4,15
Jos,Software engineering,h1,C1.112,Dag4,15
Karam,Software engineering,h1,C1.112,Dag4,15
Kavish,Software engineering,h1,C1.112,Dag4,15
Kimm,Software engineering,h1,C1.112,Dag4,15
Ko,Software engineering,h1,C1.112,Dag4,15
Krijntje,Software engineering,h1,C1.112,Dag4,15
Lamia,Software engineering,h1,C1.112,Dag4,15
Liedeke,Software engineering,h1,C1.112,Dag4,15
Ludovicus,Software engineering,h1,C1.112,Dag4,15
Marcellus,Software engineering,h1,C1.112,Dag4,15
Maritte,Software engineering,h1,C1.112,Dag4,15
Maron,Software engineering,h1,C1.112,Dag4,15
Marssae,Software engineering,h1,C1.112,Dag4,15
Matz,Software engineering,h1,C1.112,Dag4,15
Minoesch,Software engineering,h1,C1.112,Dag4,15
Naciye,Software engineering,h1,C1.112,Dag4,15
Nermin,Software engineering,h1,C1.112,Dag4,15
Nygel,Software engineering,h1,C1.112,Dag4,15
Ouidad,Software engineering,h1,C1.112,Dag4,15
Patricia,Software engineering,h1,C1.112,Dag4,15
Peter-Jan,Software engineering,h1,C1.112,Dag4,15
Pleun,Software engineering,h1,C1.112,Dag4,15
Priscillia,Software engineering,h1,C1.112,Dag4,15
Rachell,Software engineering,h1,C1.112,Dag4,15
Renco,Software engineering,h1,C1.112,Dag4,15
Resul,Software engineering,h1,C1.112,Dag4,15
Rijkje,Software engineering,h1,C1.112,Dag4,15
Roan,Software engineering,h1,C1.112,Dag4,15
Roma,Software engineering,h1,C1.112,Dag4,15
Romy,Software engineering,h1,C1.112,Dag4,15
Rosali,Software engineering,h1,C1.112,Dag4,15
Saif,Software engineering,h1,C1.112,Dag4,15
Sanja,Software engineering,h1,C1.112,Dag4,15
Servaas,Software engineering,h1,C1.112,Dag4,15
Sonny,Software engineering,h1,C1.112,Dag4,15
Tamar,Software engineering,h1,C1.112,Dag4,15
Tarik,Software engineering,h1,C1.112,Dag4,15
Tevfik,Software engineering,h1,C1.112,Dag4,15
Virgill,Software engineering,h1,C1.112,Dag4,15
Yana,Software engineering,h1,C1.112,Dag4,15
Yanick,Software engineering,h1,C1.112,Dag4,15
Ycel,Software engineering,h1,C1.112,Dag4,15
Ynze,Software engineering,h1,C1.112,Dag4,15
Yuri,Software engineering,h1,C1.112,Dag4,15
Zahir,Software engineering,h1,C1.112,Dag4,15
Aart,Software engineering,w1,A1.04,Dag5,9
Abdallah,Software engineering,w1,A1.04,Dag5,9
Abram,Software engineering,w1,A1.04,Dag5,9
Albertien,Software engineering,w1,A1.04,Dag5,9
Angelica,Software engineering,w1,A1.04,Dag5,9
Annique,Software engineering,w1,A1.04,Dag5,9
Bjorn,Software engineering,w1,A1.04,Dag5,9
Brecht,Software engineering,w1,A1.04,Dag5,9
Brigitta,Software engineering,w1,A1.04,Dag5,9
Catharinus,Software engineering,w1,A1.04,Dag5,9
Christal,Software engineering,w1,A1.04,Dag5,9
Dax,Software engineering,w1,A1.04,Dag5,9
Deacon,Software engineering,w1,A1.04,Dag5,9
Dorenda,Software engineering,w1,A1.04,Dag5,9
Eltjo,Software engineering,w1,A1.04,Dag5,9
Esmee,Software engineering,w1,A1.04,Dag5,9
Ethan,Software engineering,w1,A1.04,Dag5,9
Eyup,Software engineering,w1,A1.04,Dag5,9
Frederic,Software engineering,w1,A1.04,Dag5,9
Fredrika,Software engineering,w1,A1.04,Dag5,9
Gabriella,Software engineering,w1,A1.04,Dag5,9
Geerte,Software engineering,w1,A1.04,Dag5,9
Geerten,Software engineering,w1,A1.04,Dag5,9
Geurt,Software engineering,w1,A1.04,Dag5,9
Hailey,Software engineering,w1,A1.04,Dag5,9
Hanan,Software engineering,w1,A1.04,Dag5,9
Hananja,Software engineering,w1,A1.04,Dag5,9
Haroun,Software engineering,w1,A1.04,Dag5,9
Imran,Software engineering,w1,A1.04,Dag5,9
Jorian,Software engineering,w1,A1.04,Dag5,9
Jos,Software engineering,w1,A1.04,Dag5,9
Karam,Software engineering,w1,A1.04,Dag5,9
Kavish,Software engineering,w1,A1.04,Dag5,9
Kimm,Software engineering,w1,A1.04,Dag5,9
Ko,Software engineering,w1,A1.04,Dag5,9
Krijntje,Software engineering,w1,A1.04,Dag5,9
Lamia,Software engineering,w1,A1.04,Dag5,9
Liedeke,Software engineering,w1,A1.04,Dag5,9
Ludovicus,Software engineering,w1,A1.04,Dag5,9
Marcellus,Software engineering,w1,A1.04,Dag5,9
Maritte,Software engineering,w1,A1.06,Dag5,9
Maron,Software engineering,w1,A1.06,Dag5,9
Marssae,Software engineering,w1,A1.06,Dag5,9
Matz,Software engineering,w1,A1.06,Dag5,9
Minoesch,Software engineering,w1,A1.06,Dag5,9
Naciye,Software engineering,w1,A1.06,Dag5,9
Nermin,Software engineering,w1,A1.06,Dag5,9
Nygel,Software engineering,w1,A1.06,Dag5,9
Ouidad,Software engineering,w1,A1.06,Dag5,9
Patricia,Software engineering,w1,A1.06,Dag5,9
Peter-Jan,Software engineering,w1,A1.06,Dag5,9
Pleun,Software engineering,w1,A1.06,Dag5,9
Priscillia,Software engineering,w1,A1.06,Dag5,9
Rachell,Software engineering,w1,A1.06,Dag5,9
Renco,Software engineering,w1,A1.06,Dag5,9
Resul,Software engineering,w1,A1.06,Dag5,9
Rijkje,Software engineering,w1,A1.06,Dag5,9
Roan,Software engineering,w1,A1.06,Dag5,9
Roma,Software engineering,w1,A1.06,Dag5,9
Romy,Software engineering,w1,A1.06,Dag5,9
Rosali,Software engineering,w1,A1.06,Dag5,9
Saif,Software engineering,w1,A1.06,Dag5,9
Sanja,Software engineering,w1,A1.06,Dag5,9
Servaas,Software engineering,w1,A1.06,Dag5,9
Sonny,Software engineering,w1,A1.06,Dag5,9
Tamar,Software engineering,w1,A1.06,Dag5,9
Tarik,Software engineering,w1,A1.06,Dag5,9
Tevfik,Software engineering,w1,A1.06,Dag5,9
Virgill,Software engineering,w1,A1.06,Dag5,9
Yana,Software engineering,w1,A1.06,Dag5,9
Yanick,Software engineering,w1,A1.06,Dag5,9
Ycel,Software engineering,w1,A1.06,Dag5,9
Ynze,Software engineering,w1,A1.06,Dag5,9
Yuri,Software engineering,w1,A1.06,Dag5,9
Zahir,Software engineering,w1,A1.06,Dag5,9
Aart,Software engineering,p1,A1.08,Dag5,9
Abdallah,Software engineering,p1,A1.08,Dag5,9
Abram,Software engineering,p1,A1.08,Dag5,9
Albertien,Software engineering,p1,A1.08,Dag5,9
Angelica,Software engineering,p1,A1.08,Dag5,9
Annique,Software engineering,p1,A1.08,Dag5,9
Bjorn,Software engineering,p1,A1.08,Dag5,9
Brecht,Software engineering,p1,A1.08,Dag5,9
Brigitta,Software engineering,p1,A1.08,Dag5,9
Catharinus,Software engineering,p1,A1.08,Dag5,9
Christal,Software engineering,p1,A1.08,Dag5,9
Dax,Software engineering,p1,A1.08,Dag5,9
Deacon,Software engineering,p1,A1.08,Dag5,9
Dorenda,Software engineering,p1,A1.08,Dag5,9
Eltjo,Software engineering,p1,A1.08,Dag5,9
Esmee,Software engineering,p1,A1.08,Dag5,9
Ethan,Software engineering,p1,A1.08,Dag5,9
Eyup,Software engineering,p1,A1.08,Dag5,9
Frederic,Software engineering,p1,A1.08,Dag5,9
Fredrika,Software engineering,p1,A1.08,Dag5,9
Gabriella,Software engineering,p1,A1.08,Dag5,9
Geerte,Software engineering,p1,A1.08,Dag5,9
Geerten,Software engineering,p1,A1.08,Dag5,9
Geurt,Software engineering,p1,A1.08,Dag5,9
Hailey,Software engineering,p1,A1.08,Dag5,9
Hanan,Software engineering,p1,A1.08,Dag5,9
Hananja,Software engineering,p1,A1.08,Dag5,9
Haroun,Software engineering,p1,A1.08,Dag5,9
Imran,Software engineering,p1,A1.08,Dag5,9
Jorian,Software engineering,p1,A1.08,Dag5,9
Jos,Software engineering,p1,A1.08,Dag5,9
Karam,Software engineering,p1,A1.08,Dag5,9
Kavish,Software engineering,p1,A1.08,Dag5,9
Kimm,Software engineering,p1,A1.08,Dag5,9
Ko,Software engineering,p1,A1.08,Dag5,9
Krijntje,Software engineering,p1,A1.08,Dag5,9
Lamia,Software engineering,p1,A1.08,Dag5,9
Liedeke,Software engineering,p1,A1.08,Dag5,9
Ludovicus,Software engineering,p1,A1.08,Dag5,9
Marcellus,Software engineering,p1,A1.08,Dag5,9
Maritte,Software engineering,p1,A1.10,Dag5,9
Maron,Software engineering,p1,A1.10,Dag5,9
Marssae,Software engineering,p1,A1.10,Dag5,9
Matz,Software engineering,p1,A1.10,Dag5,9
Minoesch,Software engineering,p1,A1.10,Dag5,9
Naciye,Software engineering,p1,A1.10,Dag5,9
Nermin,Software engineering,p1,A1.10,Dag5,9
Nygel,Software engineering,p1,A1.10,Dag5,9
Ouidad,Software engineering,p1,A1.10,Dag5,9
Patricia,Software engineering,p1,A1.10,Dag5,9
Peter-Jan,Software engineering,p1,A1.10,Dag5,9
Pleun,Software engineering,p1,A1.10,Dag5,9
Priscillia,Software engineering,p1,A1.10,Dag5,9
Rachell,Software engineering,p1,A1.10,Dag5,9
Renco,Software engineering,p1,A1.10,Dag5,9
Resul,Software engineering,p1,A1.10,Dag5,9
Rijkje,Software engineering,p1,A1.10,Dag5,9
Roan,Software engineering,p1,A1.10,Dag5,9
Roma,Software engineering,p1,A1.10,Dag5,9
Romy,Software engineering,p1,A1.10,Dag5,9
Rosali,Software engineering,p1,A1.10,Dag5,9
Saif,Software engineering,p1,A1.10,Dag5,9
Sanja,Software engineering,p1,A1.10,Dag5,9
Servaas,Software engineering,p1,A1.10,Dag5,9
Sonny,Software engineering,p1,A1.10,Dag5,9
Tamar,Software engineering,p1,A1.10,Dag5,9
Tarik,Software engineering,p1,A1.10,Dag5,9
Tevfik,Software engineering,p1,A1.10,Dag5,9
Virgill,Software engineering,p1,A1.10,Dag5,9
Yana,Software engineering,p1,A1.10,Dag5,9
Yanick,Software engineering,p1,A1.10,Dag5,9
Ycel,Software engineering,p1,A1.10,Dag5,9
Ynze,Software engineering,p1,A1.10,Dag5,9
Yuri,Software engineering,p1,A1.10,Dag5,9
Zahir,Software engineering,p1,A1.10,Dag5,9
Abdelkader,Technology for games,h1,B0.201,Dag5,9
Albertien,Technology for games,h1,B0.201,Dag5,9
Andre,Technology for games,h1,B0.201,Dag5,9
Aradhna,Technology for games,h1,B0.201,Dag5,9
Aya,Technology for games,h1,B0.201,Dag5,9
Bahattin,Technology for games,h1,B0.201,Dag5,9
Bert,Technology for games,h1,B0.201,Dag5,9
Btissam,Technology for games,h1,B0.201,Dag5,9
Buck,Technology for games,h1,B0.201,Dag5,9
Catherine,Technology for games,h1,B0.201,Dag5,9
Diemer,Technology for games,h1,B0.201,Dag5,9
Djura,Technology for games,h1,B0.201,Dag5,9
Doede,Technology for games,h1,B0.201,Dag5,9
Elske,Technology for games,h1,B0.201,Dag5,9
Emrah,Technology for games,h1,B0.201,Dag5,9
Enrique,Technology for games,h1,B0.201,Dag5,9
Fauve,Technology for games,h1,B0.201,Dag5,9
Gabe,Technology for games,h1,B0.201,Dag5,9
Hanne,Technology for games,h1,B0.201,Dag5,9
Harwin,Technology for games,h1,B0.201,Dag5,9
Jorg,Technology for games,h1,B0.201,Dag5,9
Judi,Technology for games,h1,B0.201,Dag5,9
Kavish,Technology for games,h1,B0.201,Dag5,9
Lucienne,Technology for games,h1,B0.201,Dag5,9
Maritha,Technology for games,h1,B0.201,Dag5,9
Nadien,Technology for games,h1,B0.201,Dag5,9
Nikolas,Technology for games,h1,B0.201,Dag5,9
Nygel,Technology for games,h1,B0.201,Dag5,9
Pietro,Technology for games,h1,B0.201,Dag5,9
Randell,Technology for games,h1,B0.201,Dag5,9
Redouane,Technology for games,h1,B0.201,Dag5,9
Renco,Technology for games,h1,B0.201,Dag5,9
Rika,Technology for games,h1,B0.201,Dag5,9
Sanne,Technology for games,h1,B0.201,Dag5,9
Sherman,Technology for games,h1,B0.201,Dag5,9
Walther,Technology for games,h1,B0.201,Dag5,9
Yaro,Technology for games,h1,B0.201,Dag5,9
Abdelkader,Technology for games,h2,C0.110,Dag5,9
Albertien,Technology for games,h2,C0.110,Dag5,9
Andre,Technology for games,h2,C0.110,Dag5,9
Aradhna,Technology for games,h2,C0.110,Dag5,9
Aya,Technology for games,h2,C0.110,Dag5,9
Bahattin,Technology for games,h2,C0.110,Dag5,9
Bert,Technology for games,h2,C0.110,Dag5,9
Btissam,Technology for games,h2,C0.110,Dag5,9
Buck,Technology for games,h2,C0.110,Dag5,9
Catherine,Technology for games,h2,C0.110,Dag5,9
Diemer,Technology for games,h2,C0.110,Dag5,9
Djura,Technology for games,h2,C0.110,Dag5,9
Doede,Technology for games,h2,C0.110,Dag5,9
Elske,Technology for games,h2,C0.110,Dag5,9
Emrah,Technology for games,h2,C0.110,Dag5,9
Enrique,Technology for games,h2,C0.110,Dag5,9
Fauve,Technology for games,h2,C0.110,Dag5,9
Gabe,Technology for games,h2,C0.110,Dag5,9
Hanne,Technology for games,h2,C0.110,Dag5,9
Harwin,Technology for games,h2,C0.110,Dag5,9
Jorg,Technology for games,h2,C0.110,Dag5,9
Judi,Technology for games,h2,C0.110,Dag5,9
Kavish,Technology for games,h2,C0.110,Dag5,9
Lucienne,Technology for games,h2,C0.110,Dag5,9
Maritha,Technology for games,h2,C0.110,Dag5,9
Nadien,Technology for games,h2,C0.110,Dag5,9
Nikolas,Technology for games,h2,C0.110,Dag5,9
Nygel,Technology for games,h2,C0.110,Dag5,9
Pietro,Technology for games,h2,C0.110,Dag5,9
Randell,Technology for games,h2,C0.110,Dag5,9
Redouane,Technology for games,h2,C0.110,Dag5,9
Renco,Technology for games,h2,C0.110,Dag5,9
Rika,Technology for games,h2,C0.110,Dag5,9
Sanne,Technology for games,h2,C0.110,Dag5,9
Sherman,Technology for games,h2,C0.110,Dag5,9
Walther,Technology for games,h2,C0.110,Dag5,9
Yaro,Technology for games,h2,C0.110,Dag5,9
Abdelkader,Technology for games,w1,C1.112,Dag5,9
Albertien,Technology for games,w1,C1.112,Dag5,9
Andre,Technology for games,w1,C1.112,Dag5,9
Aradhna,Technology for games,w1,C1.112,Dag5,9
Aya,Technology for games,w1,C1.112,Dag5,9
Bahattin,Technology for games,w1,C1.112,Dag5,9
Bert,Technology for games,w1,C1.112,Dag5,9
Btissam,Technology for games,w1,C1.112,Dag5,9
Buck,Technology for games,w1,C1.112,Dag5,9
Catherine,Technology for games,w1,C1.112,Dag5,9
Diemer,Technology for games,w1,C1.112,Dag5,9
Djura,Technology for games,w1,C1.112,Dag5,9
Doede,Technology for games,w1,C1.112,Dag5,9
Elske,Technology for games,w1,C1.112,Dag5,9
Emrah,Technology for games,w1,C1.112,Dag5,9
Enrique,Technology for games,w1,C1.112,Dag5,9
Fauve,Technology for games,w1,C1.112,Dag5,9
Gabe,Technology for games,w1,C1.112,Dag5,9
Hanne,Technology for games,w1,C1.112,Dag5,9
Harwin,Technology for games,w1,C1.112,Dag5,9
Jorg,Technology for games,w1,A1.04,Dag5,11
Judi,Technology for games,w1,A1.04,Dag5,11
Kavish,Technology for games,w1,A1.04,Dag5,11
Lucienne,Technology for games,w1,A1.04,Dag5,11
Maritha,Technology for games,w1,A1.04,Dag5,11
Nadien,Technology for games,w1,A1.04,Dag5,11
Nikolas,Technology for games,w1,A1.04,Dag5,11
Nygel,Technology for games,w1,A1.04,Dag5,11
Pietro,Technology for games,w1,A1.04,Dag5,11
Randell,Technology for games,w1,A1.04,Dag5,11
Redouane,Technology for games,w1,A1.04,Dag5,11
Renco,Technology for games,w1,A1.04,Dag5,11
Rika,Technology for games,w1,A1.04,Dag5,11
Sanne,Technology for games,w1,A1.04,Dag5,11
Sherman,Technology for games,w1,A1.04,Dag5,11
Walther,Technology for games,w1,A1.04,Dag5,11
Yaro,Technology for games,w1,A1.04,Dag5,11
Abram,Webprogrammeren en databases,h1,A1.06,Dag5,11
Adisa,Webprogrammeren en databases,h1,A1.06,Dag5,11
Anne-Jet,Webprogrammeren en databases,h1,A1.06,Dag5,11
Benjamin,Webprogrammeren en databases,h1,A1.06,Dag5,11
Bobby,Webprogrammeren en databases,h1,A1.06,Dag5,11
Chelly,Webprogrammeren en databases,h1,A1.06,Dag5,11
Cheyenna,Webprogrammeren en databases,h1,A1.06,Dag5,11
Christal,Webprogrammeren en databases,h1,A1.06,Dag5,11
Christianus,Webprogrammeren en databases,h1,A1.06,Dag5,11
Dalila,Webprogrammeren en databases,h1,A1.06,Dag5,11
Fransiscus,Webprogrammeren en databases,h1,A1.06,Dag5,11
Guilliano,Webprogrammeren en databases,h1,A1.06,Dag5,11
Hedwich,Webprogrammeren en databases,h1,A1.06,Dag5,11
Jildou,Webprogrammeren en databases,h1,A1.06,Dag5,11
Jimi,Webprogrammeren en databases,h1,A1.06,Dag5,11
Johannes,Webprogrammeren en databases,h1,A1.06,Dag5,11
Jonah,Webprogrammeren en databases,h1,A1.06,Dag5,11
Jorren,Webprogrammeren en databases,h1,A1.06,Dag5,11
Juno,Webprogrammeren en databases,h1,A1.06,Dag5,11
Jurrit,Webprogrammeren en databases,h1,A1.06,Dag5,11
Karolina,Webprogrammeren en databases,h1,A1.06,Dag5,11
Kyra,Webprogrammeren en databases,h1,A1.06,Dag5,11
Malte,Webprogrammeren en databases,h1,A1.06,Dag5,11
Marck,Webprogrammeren en databases,h1,A1.06,Dag5,11
Marilene,Webprogrammeren en databases,h1,A1.06,Dag5,11
Maritte,Webprogrammeren en databases,h1,A1.06,Dag5,11
Nalinie,Webprogrammeren en databases,h1,A1.06,Dag5,11
Nathanael,Webprogrammeren en databases,h1,A1.06,Dag5,11
Patric,Webprogrammeren en databases,h1,A1.06,Dag5,11
Renze,Webprogrammeren en databases,h1,A1.06,Dag5,11
Roelof,Webprogrammeren en databases,h1,A1.06,Dag5,11
Sanne,Webprogrammeren en databases,h1,A1.06,Dag5,11
Sayfeddine,Webprogrammeren en databases,h1,A1.06,Dag5,11
Tian,Webprogrammeren en databases,h1,A1.06,Dag5,11
Vinod,Webprogrammeren en databases,h1,A1.06,Dag5,11
Yalda,Webprogrammeren en databases,h1,A1.06,Dag5,11
Yaro,Webprogrammeren en databases,h1,A1.06,Dag5,11
Yuri,Webprogrammeren en databases,h1,A1.06,Dag5,11
Ziya,Webprogrammeren en databases,h1,A1.06,Dag5,11
Abram,Webprogrammeren en databases,h2,A1.08,Dag5,11
Adisa,Webprogrammeren en databases,h2,A1.08,Dag5,11
Anne-Jet,Webprogrammeren en databases,h2,A1.08,Dag5,11
Benjamin,Webprogrammeren en databases,h2,A1.08,Dag5,11
Bobby,Webprogrammeren en databases,h2,A1.08,Dag5,11
Chelly,Webprogrammeren en databases,h2,A1.08,Dag5,11
Cheyenna,Webprogrammeren en databases,h2,A1.08,Dag5,11
Christal,Webprogrammeren en databases,h2,A1.08,Dag5,11
Christianus,Webprogrammeren en databases,h2,A1.08,Dag5,11
Dalila,Webprogrammeren en databases,h2,A1.08,Dag5,11
Fransiscus,Webprogrammeren en databases,h2,A1.08,Dag5,11
Guilliano,Webprogrammeren en databases,h2,A1.08,Dag5,11
Hedwich,Webprogrammeren en databases,h2,A1.08,Dag5,11
Jildou,Webprogrammeren en databases,h2,A1.08,Dag5,11
Jimi,Webprogrammeren en databases,h2,A1.08,Dag5,11
Johannes,Webprogrammeren en databases,h2,A1.08,Dag5,11
Jonah,Webprogrammeren en databases,h2,A1.08,Dag5,11
Jorren,Webprogrammeren en databases,h2,A1.08,Dag5,11
Juno,Webprogrammeren en databases,h2,A1.08,Dag5,11
Jurrit,Webprogrammeren en databases,h2,A1.08,Dag5,11
Karolina,Webprogrammeren en databases,h2,A1.08,Dag5,11
Kyra,Webprogrammeren en databases,h2,A1.08,Dag5,11
Malte,Webprogrammeren en databases,h2,A1.08,Dag5,11
Marck,Webprogrammeren en databases,h2,A1.08,Dag5,11
Marilene,Webprogrammeren en databases,h2,A1.08,Dag5,11
Maritte,Webprogrammeren en databases,h2,A1.08,Dag5,11
Nalinie,Webprogrammeren en databases,h2,A1.08,Dag5,11
Nathanael,Webprogrammeren en databases,h2,A1.08,Dag5,11
Patric,Webprogrammeren en databases,h2,A1.08,Dag5,11
Renze,Webprogrammeren en databases,h2,A1.08,Dag5,11
Roelof,Webprogrammeren en databases,h2,A1.08,Dag5,11
Sanne,Webprogrammeren en databases,h2,A1.08,Dag5,11
Sayfeddine,Webprogrammeren en databases,h2,A1.08,Dag5,11
Tian,Webprogrammeren en databases,h2,A1.08,Dag5,11
Vinod,Webprogrammeren en databases,h2,A1.08,Dag5,11
Yalda,Webprogrammeren en databases,h2,A1.08,Dag5,11
Yaro,Webprogrammeren en databases,h2,A1.08,Dag5,11
Yuri,Webprogrammeren en databases,h2,A1.08,Dag5,11
Ziya,Webprogrammeren en databases,h2,A1.08,Dag5,11
Abram,Webprogrammeren en databases,w1,A1.10,Dag5,11
Adisa,Webprogrammeren en databases,w1,A1.10,Dag5,11
Anne-Jet,Webprogrammeren en databases,w1,A1.10,Dag5,11
Benjamin,Webprogrammeren en databases,w1,A1.10,Dag5,11
Bobby,Webprogrammeren en databases,w1,A1.10,Dag5,11
Chelly,Webprogrammeren en databases,w1,A1.10,Dag5,11
Cheyenna,Webprogrammeren en databases,w1,A1.10,Dag5,11
Christal,Webprogrammeren en databases,w1,A1.10,Dag5,11
Christianus,Webprogrammeren en databases,w1,A1.10,Dag5,11
Dalila,Webprogrammeren en databases,w1,A1.10,Dag5,11
Fransiscus,Webprogrammeren en databases,w1,A1.10,Dag5,11
Guilliano,Webprogrammeren en databases,w1,A1.10,Dag5,11
Hedwich,Webprogrammeren en databases,w1,A1.10,Dag5,11
Jildou,Webprogrammeren en databases,w1,A1.10,Dag5,11
Jimi,Webprogrammeren en databases,w1,A1.10,Dag5,11
Johannes,Webprogrammeren en databases,w1,A1.10,Dag5,11
Jonah,Webprogrammeren en databases,w1,A1.10,Dag5,11
Jorren,Webprogrammeren en databases,w1,A1.10,Dag5,11
Juno,Webprogrammeren en databases,w1,A1.10,Dag5,11
Jurrit,Webprogrammeren en databases,w1,A1.10,Dag5,11
Karolina,Webprogrammeren en databases,w1,B0.201,Dag5,11
Kyra,Webprogrammeren en databases,w1,B0.201,Dag5,11
Malte,Webprogrammeren en databases,w1,B0.201,Dag5,11
Marck,Webprogrammeren en databases,w1,B0.201,Dag5,11
Marilene,Webprogrammeren en databases,w1,B0.201,Dag5,11
Maritte,Webprogrammeren en databases,w1,B0.201,Dag5,11
Nalinie,Webprogrammeren en databases,w1,B0.201,Dag5,11
Nathanael,Webprogrammeren en databases,w1,B0.201,Dag5,11
Patric,Webprogrammeren en databases,w1,B0.201,Dag5,11
Renze,Webprogrammeren en databases,w1,B0.201,Dag5,11
Roelof,Webprogrammeren en databases,w1,B0.201,Dag5,11
Sanne,Webprogrammeren en databases,w1,B0.201,Dag5,11
Sayfeddine,Webprogrammeren en databases,w1,B0.201,Dag5,11
Tian,Webprogrammeren en databases,w1,B0.201,Dag5,11
Vinod,Webprogrammeren en databases,w1,B0.201,Dag5,11
Yalda,Webprogrammeren en databases,w1,B0.201,Dag5,11
Yaro,Webprogrammeren en databases,w1,B0.201,Dag5,11
Yuri,Webprogrammeren en databases,w1,B0.201,Dag5,11
Ziya,Webprogrammeren en databases,w1,B0.201,Dag5,11
Abram,Webprogrammeren en databases,p1,C0.110,Dag5,11
Adisa,Webprogrammeren en databases,p1,C0.110,Dag5,11
Anne-Jet,Webprogrammeren en databases,p1,C0.110,Dag5,11
Benjamin,Webprogrammeren en databases,p1,C0.110,Dag5,11
Bobby,Webprogrammeren en databases,p1,C0.110,Dag5,11
Chelly,Webprogrammeren en databases,p1,C0.110,Dag5,11
Cheyenna,Webprogrammeren en databases,p1,C0.110,Dag5,11
Christal,Webprogrammeren en databases,p1,C0.110,Dag5,11
Christianus,Webprogrammeren en databases,p1,C0.110,Dag5,11
Dalila,Webprogrammeren en databases,p1,C0.110,Dag5,11
Fransiscus,Webprogrammeren en databases,p1,C0.110,Dag5,11
Guilliano,Webprogrammeren en databases,p1,C0.110,Dag5,11
Hedwich,Webprogrammeren en databases,p1,C0.110,Dag5,11
Jildou,Webprogrammeren en databases,p1,C0.110,Dag5,11
Jimi,Webprogrammeren en databases,p1,C0.110,Dag5,11
Johannes,Webprogrammeren en databases,p1,C0.110,Dag5,11
Jonah,Webprogrammeren en databases,p1,C0.110,Dag5,11
Jorren,Webprogrammeren en databases,p1,C0.110,Dag5,11
Juno,Webprogrammeren en databases,p1,C0.110,Dag5,11
Jurrit,Webprogrammeren en databases,p1,C0.110,Dag5,11
Karolina,Webprogrammeren en databases,p1,C1.112,Dag5,11
Kyra,Webprogrammeren en databases,p1,C1.112,Dag5,11
Malte,Webprogrammeren en databases,p1,C1.112,Dag5,11
Marck,Webprogrammeren en databases,p1,C1.112,Dag5,11
Marilene,Webprogrammeren en databases,p1,C1.112,Dag5,11
Maritte,Webprogrammeren en databases,p1,C1.112,Dag5,11
Nalinie,Webprogrammeren en databases,p1,C1.112,Dag5,11
Nathanael,Webprogrammeren en databases,p1,C1.112,Dag5,11
Patric,Webprogrammeren en databases,p1,C1.112,Dag5,11
